Nation,LAD,MSOA,LSOA.DZ.CD,LSOA.DZ.NM,Under.35,Over.65,EPC,Median.Income,Tenure,Typology,Unemployment,Rurality,House.value,Fuel.Type,Fuel.consumption.total,Floor.area,Gas.flag,Number.cars,Urban.trips,Total.vkm,Urban.vkm
Eng/Wales,E09000009,E02000244,E01001347,-,0.44,0.12,4,35900,1,3,0.05,1,455502,1,20100,75,1,1,668,6392,4237
Eng/Wales,E09000009,E02000244,E01001348,-,0.44,0.13,4,35900,1,3,0.06,1,445000,1,16052,58,1,1,544,4416,2927
Eng/Wales,E09000009,E02000243,E01001349,-,0.44,0.14,4,35400,1,1,0.05,1,445000,1,17120,80,1,1,703,6914,4583
Eng/Wales,E09000009,E02000264,E01001350,-,0.42,0.16,4,43900,1,3,0.03,1,465000,1,19772,85,1,1,359,2447,1622
Eng/Wales,E09000009,E02000262,E01001351,-,0.47,0.13,4,35800,3,3,0.04,1,507000,1,21196,85,1,0,265,1862,1234
Eng/Wales,E09000010,E02000289,E01001416,-,0.37,0.20,4,39400,1,1,0.02,1,740000,1,32574,122,1,2,698,7251,4806
Eng/Wales,E09000010,E02000287,E01001417,-,0.37,0.24,4,41800,1,2,0.03,1,1281000,1,33306,182,1,2,653,9828,6514
Eng/Wales,E09000010,E02000287,E01001418,-,0.37,0.22,4,41800,1,1,0.03,1,667500,1,16258,66,1,1,541,5421,3593
Eng/Wales,E09000010,E02000296,E01001419,-,0.42,0.19,4,35200,1,1,0.04,1,567500,1,17496,72,1,1,549,5962,3952
Eng/Wales,E09000010,E02000296,E01001420,-,0.45,0.16,4,35200,1,3,0.04,1,547500,1,20749,83,1,1,619,6052,4011
Eng/Wales,E09000010,E02000296,E01001421,-,0.42,0.20,4,35200,1,3,0.03,1,395000,1,17353,67,1,1,563,5054,3350
Eng/Wales,E09000010,E02000287,E01001422,-,0.35,0.26,4,41800,1,2,0.01,1,1700000,1,46060,235,1,2,651,9381,6218
Eng/Wales,E09000010,E02000303,E01001423,-,0.49,0.14,4,29900,1,1,0.03,1,420000,1,22050,94,1,1,619,5962,3952
Eng/Wales,E09000010,E02000306,E01001424,-,0.54,0.08,4,27000,2,3,0.06,1,245750,1,19382,80,1,0,475,4606,3053
Eng/Wales,E09000010,E02000303,E01001425,-,0.56,0.07,4,29900,3,3,0.05,1,326000,1,17820,54,1,0,441,4335,2873
Eng/Wales,E09000010,E02000306,E01001426,-,0.52,0.09,4,27000,1,3,0.05,1,550000,1,16870,70,1,0,527,5318,3525
Eng/Wales,E09000010,E02000306,E01001427,-,0.50,0.10,3,27000,2,3,0.06,1,550000,1,15995,70,1,0,479,4565,3026
Eng/Wales,E09000010,E02000303,E01001428,-,0.51,0.10,4,29900,1,1,0.04,1,550000,1,22050,94,1,1,698,6442,4270
Eng/Wales,E09000010,E02000306,E01001429,-,0.48,0.13,4,27000,2,3,0.05,1,550000,1,19382,80,1,0,319,3363,2229
Eng/Wales,E09000010,E02000306,E01001430,-,0.56,0.06,4,27000,2,3,0.06,1,550000,1,18521,73,1,0,485,5718,3790
Eng/Wales,E09000010,E02000309,E01001431,-,0.55,0.08,4,28400,3,3,0.05,1,207000,1,18270,58,1,0,505,5039,3340
Eng/Wales,E09000010,E02000309,E01001432,-,0.48,0.13,4,28400,3,3,0.05,1,345000,1,18837,69,1,0,428,4237,2809
Eng/Wales,E09000010,E02000283,E01001433,-,0.53,0.09,4,31600,2,3,0.06,1,356000,1,19693,73,1,1,856,9632,6384
Eng/Wales,E09000010,E02000283,E01001434,-,0.49,0.11,4,31600,1,3,0.04,1,365000,1,19418,73,1,1,923,10636,7050
Eng/Wales,E09000011,E02000319,E01001631,-,0.54,0.06,3,32400,2,3,0.08,1,325000,1,10965,67,1,0,362,3288,2179
Eng/Wales,E09000010,E02000283,E01001435,-,0.50,0.13,4,31600,1,3,0.05,1,376250,1,19968,78,1,1,918,9688,6422
Eng/Wales,E09000010,E02000298,E01001569,-,0.41,0.15,4,44500,1,3,0.04,1,622500,1,19564,73,1,1,433,3766,2496
Eng/Wales,E09000011,E02000319,E01001632,-,0.48,0.10,4,32400,3,3,0.04,1,335000,1,21156,82,1,0,442,4129,2737
Eng/Wales,E09000010,E02000283,E01001436,-,0.49,0.13,4,31600,1,3,0.04,1,351750,1,20772,79,1,1,777,8295,5498
Eng/Wales,E09000010,E02000277,E01001546,-,0.52,0.10,4,32200,1,3,0.05,1,355000,1,19260,72,1,1,806,8823,5848
Eng/Wales,E09000011,E02000321,E01001633,-,0.53,0.09,3,29100,2,3,0.10,1,320000,1,16128,72,1,0,439,5574,3695
Eng/Wales,E09000010,E02000278,E01001547,-,0.48,0.12,4,32100,1,3,0.04,1,401000,1,20104,79,1,1,722,9040,5992
Eng/Wales,E09000011,E02000321,E01001634,-,0.47,0.12,3,29100,2,3,0.06,1,325000,1,12627,69,1,0,374,4468,2962
Eng/Wales,E09000010,E02000278,E01001548,-,0.51,0.11,4,32100,1,3,0.03,1,550000,2,18839,77,1,1,736,8766,5810
Eng/Wales,E09000010,E02000290,E01001437,-,0.52,0.10,3,30600,2,1,0.04,1,261000,1,17523,59,0,1,619,7083,4695
Eng/Wales,E09000011,E02000319,E01001635,-,0.45,0.11,4,32400,1,3,0.06,1,360000,1,21520,80,1,1,458,4349,2883
Eng/Wales,E09000010,E02000282,E01001549,-,0.58,0.08,4,28000,3,3,0.05,1,250000,1,17010,54,0,1,589,6756,4478
Eng/Wales,E09000010,E02000283,E01001438,-,0.51,0.10,4,31600,1,1,0.06,1,367000,1,21251,79,1,1,826,8810,5840
Eng/Wales,E09000010,E02000302,E01001570,-,0.46,0.13,4,36000,1,3,0.04,1,510000,1,18915,78,1,1,578,4813,3190
Eng/Wales,E09000011,E02000319,E01001636,-,0.46,0.13,4,32400,1,3,0.05,1,323000,1,22596,84,1,0,436,3991,2646
Eng/Wales,E09000010,E02000282,E01001550,-,0.52,0.09,4,28000,1,3,0.05,1,382500,1,16664,72,1,1,952,12623,8367
Eng/Wales,E09000010,E02000282,E01001439,-,0.53,0.08,4,28000,3,1,0.04,1,341500,1,17355,65,1,0,578,6238,4135
Eng/Wales,E09000011,E02000320,E01001571,-,0.49,0.10,4,35500,1,3,0.05,1,325000,1,20384,81,1,1,669,6799,4506
Eng/Wales,E09000011,E02000321,E01001637,-,0.49,0.10,4,29100,1,3,0.05,1,370000,1,20118,80,1,0,425,3582,2375
Eng/Wales,E09000010,E02000278,E01001551,-,0.46,0.15,3,32100,1,3,0.04,1,370000,1,18104,73,1,1,755,8625,5717
Eng/Wales,E09000010,E02000288,E01001440,-,0.46,0.13,4,28900,1,3,0.04,1,377500,1,19314,74,1,1,657,7000,4640
Eng/Wales,E09000011,E02000320,E01001572,-,0.47,0.12,4,35500,1,3,0.04,1,411250,1,20746,82,1,1,509,5062,3355
Eng/Wales,E09000011,E02006931,E01001638,-,0.49,0.11,3,34800,2,3,0.06,1,387500,1,12012,66,1,0,341,3045,2019
Eng/Wales,E09000010,E02000277,E01001552,-,0.44,0.17,4,32200,1,1,0.04,1,420000,1,21951,81,1,1,866,9315,6174
Eng/Wales,E09000010,E02000282,E01001441,-,0.52,0.09,5,28000,1,1,0.07,1,260000,1,16874,57,0,1,575,6831,4528
Eng/Wales,E09000011,E02000320,E01001573,-,0.46,0.12,4,35500,1,3,0.07,1,350000,1,22176,84,1,1,689,7215,4782
Eng/Wales,E09000011,E02006931,E01001641,-,0.51,0.10,4,34800,1,3,0.02,1,617500,1,15879,67,1,0,174,1844,1222
Eng/Wales,E09000011,E02006931,E01001642,-,0.40,0.15,4,34800,1,3,0.02,1,840000,1,21420,84,1,1,154,1549,1027
Eng/Wales,E09000011,E02006931,E01001644,-,0.57,0.05,3,34800,1,3,0.04,1,463000,1,13000,65,1,0,177,1338,887
Eng/Wales,E09000011,E02000334,E01001645,-,0.43,0.14,4,34000,1,1,0.04,1,390000,1,20916,83,1,1,517,5662,3753
Eng/Wales,E09000011,E02000331,E01001646,-,0.55,0.05,3,34500,2,3,0.05,1,250000,1,11628,68,1,1,474,5433,3601
Eng/Wales,E09000011,E02000334,E01001647,-,0.41,0.17,4,34000,1,1,0.05,1,524975,1,22770,90,1,1,524,4989,3307
Eng/Wales,E09000011,E02000334,E01001648,-,0.43,0.13,4,34000,1,1,0.04,1,392500,1,19840,80,1,1,554,5523,3661
Eng/Wales,E09000011,E02000334,E01001649,-,0.47,0.13,4,34000,1,3,0.04,1,360000,1,17632,76,1,1,588,6047,4008
Eng/Wales,E09000011,E02000331,E01001650,-,0.47,0.13,4,34500,1,3,0.05,1,393000,1,20086,83,1,1,580,4843,3210
Eng/Wales,E09000011,E02000331,E01001651,-,0.47,0.10,3,34500,2,4,0.06,1,275000,1,14814,65,1,0,472,3834,2541
Eng/Wales,E09000011,E02000331,E01001652,-,0.41,0.16,4,34500,1,1,0.04,1,463500,1,22151,84,1,1,392,3517,2331
Eng/Wales,E09000011,E02000341,E01001653,-,0.48,0.11,3,29500,2,1,0.04,1,285000,1,12884,63,1,1,562,4832,3203
Eng/Wales,E09000011,E02000341,E01001654,-,0.49,0.11,4,29500,2,3,0.05,1,310000,1,16508,71,1,1,664,5938,3936
Eng/Wales,E09000011,E02000341,E01001655,-,0.49,0.09,3,29500,2,3,0.05,1,279995,1,12430,60,1,1,614,5213,3455
Eng/Wales,E09000011,E02006927,E01001656,-,0.40,0.17,4,32900,1,3,0.03,1,650000,1,18012,76,1,1,267,2541,1684
Eng/Wales,E09000011,E02006927,E01001657,-,0.41,0.14,4,32900,1,1,0.04,1,500000,1,17280,72,1,1,271,3344,2216
Eng/Wales,E09000011,E02006927,E01001658,-,0.43,0.16,4,32900,1,3,0.03,1,375000,1,16492,76,1,1,385,3756,2489
Eng/Wales,E09000011,E02006927,E01001659,-,0.43,0.19,4,32900,1,1,0.03,1,558750,1,29247,110,1,1,485,5478,3631
Eng/Wales,E09000011,E02000341,E01001660,-,0.45,0.14,4,29500,1,3,0.04,1,415500,1,17142,80,1,1,575,5745,3808
Eng/Wales,E09000011,E02000341,E01001661,-,0.48,0.15,4,29500,1,1,0.04,1,390000,1,16632,72,1,1,600,5606,3716
Eng/Wales,E09000011,E02006930,E01001664,-,0.49,0.10,4,35800,1,3,0.03,1,547500,1,17377,74,1,0,278,3331,2208
Eng/Wales,E09000011,E02006930,E01001665,-,0.47,0.10,4,35800,1,3,0.04,1,690000,1,17280,80,1,0,273,2874,1905
Eng/Wales,E09000011,E02006929,E01001666,-,0.58,0.08,4,34500,1,3,0.05,1,480000,1,20485,85,1,0,276,2472,1639
Eng/Wales,E09000011,E02006786,E01001669,-,0.53,0.10,4,33000,2,3,0.04,1,294000,1,16426,69,1,1,529,5305,3516
Eng/Wales,E09000011,E02000320,E01001574,-,0.50,0.09,3,35500,2,3,0.06,1,325000,1,13330,62,1,0,464,4032,2672
Eng/Wales,E09000011,E02000315,E01001575,-,0.53,0.08,3,30000,2,3,0.05,1,325000,2,16274,79,1,1,545,5515,3655
Eng/Wales,E09000011,E02000315,E01001576,-,0.54,0.10,3,30000,2,3,0.04,1,325000,1,15600,75,1,1,562,4753,3151
Eng/Wales,E09000011,E02000315,E01001577,-,0.53,0.09,3,30000,2,3,0.05,1,319998,1,16093,77,1,0,579,6879,4560
Eng/Wales,E09000011,E02000315,E01001578,-,0.53,0.08,3,30000,1,3,0.05,1,311000,1,15536,73,1,0,497,5491,3640
Eng/Wales,E09000011,E02000315,E01001579,-,0.50,0.10,3,30000,2,3,0.06,1,336500,1,16571,73,1,1,588,6021,3991
Eng/Wales,E09000011,E02000333,E01001580,-,0.41,0.13,4,48100,1,1,0.03,1,538110,1,20018,78,1,1,190,2436,1615
Eng/Wales,E09000011,E02000328,E01001581,-,0.43,0.14,4,44800,1,1,0.03,1,470000,1,17704,71,1,0,258,3229,2140
Eng/Wales,E09000011,E02000333,E01001582,-,0.43,0.17,4,48100,1,1,0.03,1,830000,1,17958,73,1,1,307,3455,2290
Eng/Wales,E09000011,E02000333,E01001583,-,0.42,0.14,4,48100,1,1,0.03,1,481500,1,18904,68,1,1,229,2395,1588
Eng/Wales,E09000011,E02000333,E01001584,-,0.38,0.21,4,48100,1,1,0.03,1,682500,1,20350,74,1,1,167,1821,1207
Eng/Wales,E09000011,E02000328,E01001585,-,0.43,0.10,4,44800,1,3,0.02,1,958500,1,23149,90,1,1,264,2208,1464
Eng/Wales,E09000011,E02000328,E01001586,-,0.40,0.20,4,44800,1,1,0.03,1,472875,1,15996,62,1,0,208,1838,1218
Eng/Wales,E09000011,E02000328,E01001587,-,0.41,0.14,4,44800,1,1,0.03,1,471000,1,13616,68,1,1,179,1949,1292
Eng/Wales,E09000011,E02000324,E01001588,-,0.41,0.19,4,33100,2,1,0.04,1,490000,1,19481,77,1,0,405,3762,2494
Eng/Wales,E09000011,E02000324,E01001589,-,0.51,0.10,4,33100,2,3,0.05,1,495000,1,19500,75,1,0,452,3641,2413
Eng/Wales,E09000011,E02000326,E01001590,-,0.44,0.11,4,39300,1,3,0.04,1,498750,1,19382,73,1,1,319,3077,2040
Eng/Wales,E09000011,E02000324,E01001591,-,0.52,0.09,3,33100,2,3,0.06,1,445000,1,13152,70,1,0,344,2879,1908
Eng/Wales,E09000011,E02000326,E01001592,-,0.47,0.09,4,39300,1,3,0.03,1,465625,1,19068,73,1,1,300,2810,1862
Eng/Wales,E09000011,E02000326,E01001593,-,0.40,0.14,4,39300,1,3,0.03,1,680000,1,21320,82,1,1,255,2510,1664
Eng/Wales,E09000011,E02000326,E01001594,-,0.50,0.08,3,39300,2,3,0.04,1,320000,1,9570,70,1,0,457,3476,2304
Eng/Wales,E09000011,E02000324,E01001595,-,0.51,0.09,2,33100,2,3,0.05,1,550000,1,10640,70,1,1,484,4622,3064
Eng/Wales,E09000011,E02000344,E01001596,-,0.41,0.18,4,36900,1,1,0.03,1,498750,1,25460,95,1,1,667,6034,3999
Eng/Wales,E09000011,E02000343,E01001597,-,0.42,0.19,4,34200,1,1,0.03,1,505000,1,23442,87,1,1,528,4594,3045
Eng/Wales,E09000011,E02000343,E01001598,-,0.38,0.21,4,34200,1,1,0.04,1,490000,1,25692,102,1,1,584,5682,3766
Eng/Wales,E09000011,E02000344,E01001599,-,0.44,0.16,4,36900,1,1,0.03,1,500000,1,24035,95,1,1,764,6491,4302
Eng/Wales,E09000011,E02000344,E01001600,-,0.43,0.16,4,36900,1,1,0.03,1,397500,1,18990,68,1,1,553,4370,2896
Eng/Wales,E09000011,E02000344,E01001601,-,0.37,0.22,4,36900,1,1,0.04,1,480000,1,25944,94,1,1,541,5273,3495
Eng/Wales,E09000011,E02000343,E01001602,-,0.48,0.12,4,34200,1,1,0.04,1,373600,1,20250,90,1,1,686,6275,4159
Eng/Wales,E09000011,E02000343,E01001603,-,0.47,0.13,3,34200,2,3,0.06,1,352000,1,13325,65,1,1,536,4335,2873
Eng/Wales,E09000011,E02000339,E01001604,-,0.42,0.16,4,41100,1,3,0.03,1,572500,1,27257,97,1,1,386,4185,2774
Eng/Wales,E09000011,E02000335,E01001605,-,0.36,0.20,4,41700,1,1,0.02,1,502500,1,27264,96,1,1,623,5526,3663
Eng/Wales,E09000011,E02000335,E01001606,-,0.40,0.15,4,41700,1,3,0.04,1,530000,1,23660,88,1,1,529,3735,2476
Eng/Wales,E09000010,E02000278,E01001442,-,0.54,0.10,3,32100,2,1,0.06,1,340000,1,17918,62,0,0,560,6768,4486
Eng/Wales,E09000010,E02006793,E01001553,-,0.52,0.09,4,30500,1,3,0.06,1,550000,1,17750,71,1,1,721,5799,3844
Eng/Wales,E09000010,E02006793,E01001554,-,0.52,0.07,3,30500,2,3,0.07,1,550000,1,14739,68,1,0,416,3983,2640
Eng/Wales,E09000010,E02000309,E01001555,-,0.50,0.09,4,28400,3,3,0.05,1,335000,1,18848,76,1,0,619,6166,4087
Eng/Wales,E09000010,E02000311,E01001556,-,0.43,0.17,4,34400,1,3,0.05,1,425000,1,23184,92,1,1,845,8561,5674
Eng/Wales,E09000010,E02000309,E01001557,-,0.51,0.11,4,28400,1,3,0.05,1,382500,1,18982,72,1,1,650,7230,4792
Eng/Wales,E09000010,E02000309,E01001558,-,0.59,0.06,4,28400,3,3,0.05,1,344998,1,18970,70,1,0,463,4554,3019
Eng/Wales,E09000010,E02000309,E01001559,-,0.54,0.10,4,28400,1,3,0.04,1,362500,1,18216,69,1,1,583,5443,3608
Eng/Wales,E09000010,E02000277,E01001444,-,0.52,0.12,4,32200,1,1,0.04,1,355250,1,20925,75,1,1,669,7354,4874
Eng/Wales,E09000010,E02000279,E01001445,-,0.54,0.06,4,33200,1,3,0.04,1,215000,1,12641,57,1,1,619,7606,5042
Eng/Wales,E09000010,E02000277,E01001446,-,0.48,0.12,4,32200,1,1,0.03,1,360000,1,17850,70,1,1,629,6865,4550
Eng/Wales,E09000010,E02000279,E01001447,-,0.48,0.12,3,33200,2,3,0.05,1,550000,1,16008,69,1,1,645,7811,5177
Eng/Wales,E09000010,E02000279,E01001448,-,0.54,0.09,4,33200,1,3,0.04,1,372500,1,22286,83,1,1,673,7679,5090
Eng/Wales,E09000010,E02000279,E01001449,-,0.50,0.11,4,33200,1,3,0.05,1,354000,1,21040,78,1,1,773,9027,5983
Eng/Wales,E09000010,E02000291,E01001450,-,0.46,0.14,3,35600,3,3,0.05,1,327500,1,14879,59,1,1,412,4180,2771
Eng/Wales,E09000010,E02000293,E01001451,-,0.36,0.22,4,44300,1,1,0.03,1,730000,1,22120,83,1,1,532,4403,2918
Eng/Wales,E09000010,E02000293,E01001452,-,0.36,0.22,4,44300,1,2,0.03,1,905000,1,32964,134,1,2,628,5969,3956
Eng/Wales,E09000010,E02000293,E01001453,-,0.35,0.25,4,44300,1,2,0.02,1,825000,1,22638,98,1,1,546,5874,3894
Eng/Wales,E09000010,E02000293,E01001454,-,0.37,0.23,4,44300,1,1,0.02,1,722500,1,22453,89,1,1,502,4990,3307
Eng/Wales,E09000010,E02000297,E01001455,-,0.38,0.20,4,38000,1,3,0.03,1,542500,1,24100,100,1,1,725,6439,4268
Eng/Wales,E09000009,E02000276,E01001301,-,0.51,0.11,4,43600,3,1,0.04,1,505000,1,17200,43,0,0,344,3594,2382
Eng/Wales,E09000009,E02000276,E01001302,-,0.40,0.13,3,43600,1,3,0.03,1,615000,1,15484,69,1,1,343,3107,2059
Eng/Wales,E09000009,E02000269,E01001303,-,0.43,0.14,4,46800,1,3,0.04,1,795000,1,14616,58,1,1,290,2703,1791
Eng/Wales,E09000010,E02000300,E01001459,-,0.47,0.15,4,29400,1,3,0.03,1,380000,1,17966,78,1,1,716,6523,4324
Eng/Wales,E09000010,E02000300,E01001460,-,0.56,0.06,4,29400,3,3,0.05,1,289500,1,17966,78,1,0,505,3954,2621
Eng/Wales,E09000010,E02000303,E01001461,-,0.49,0.13,4,29900,3,1,0.05,1,259750,1,22050,94,1,0,468,5021,3328
Eng/Wales,E09000010,E02000300,E01001462,-,0.51,0.10,4,29400,1,3,0.04,1,255000,1,17966,78,1,0,506,6416,4253
Eng/Wales,E09000010,E02000307,E01001463,-,0.46,0.14,4,31700,1,3,0.04,1,429000,1,21222,81,1,1,941,8636,5724
Eng/Wales,E09000010,E02000303,E01001464,-,0.50,0.12,4,29900,1,1,0.05,1,385000,1,22050,94,1,1,833,7956,5274
Eng/Wales,E09000010,E02000307,E01001465,-,0.44,0.15,4,31700,1,3,0.04,1,408000,1,22812,92,1,1,767,7016,4650
Eng/Wales,E09000010,E02000307,E01001466,-,0.56,0.10,4,31700,1,3,0.04,1,345000,1,20790,77,1,1,573,5468,3624
Eng/Wales,E09000010,E02000307,E01001467,-,0.51,0.08,4,31700,1,3,0.04,1,362000,1,20790,77,1,1,625,5886,3901
Eng/Wales,E09000010,E02000286,E01001468,-,0.40,0.20,3,39300,1,1,0.02,1,590000,1,17302,82,1,1,623,6534,4331
Eng/Wales,E09000010,E02000284,E01001469,-,0.42,0.14,4,38400,1,3,0.03,1,475000,1,18160,80,1,1,651,5489,3638
Eng/Wales,E09000010,E02000289,E01001470,-,0.36,0.22,4,39400,1,1,0.03,1,575000,1,24653,89,1,1,644,6675,4424
Eng/Wales,E09000010,E02000286,E01001471,-,0.41,0.20,3,39300,1,4,0.03,1,305000,1,14190,55,1,1,494,5165,3423
Eng/Wales,E09000010,E02000286,E01001472,-,0.40,0.19,4,39300,1,1,0.03,1,402500,1,16758,63,1,1,442,3578,2371
Eng/Wales,E09000010,E02000289,E01001473,-,0.43,0.17,4,39400,1,1,0.04,1,571000,1,22185,90,1,1,795,8369,5547
Eng/Wales,E09000010,E02000286,E01001474,-,0.35,0.23,3,39300,1,1,0.02,1,395000,1,16238,74,1,1,446,5152,3415
Eng/Wales,E09000010,E02000289,E01001475,-,0.39,0.21,4,39400,1,1,0.03,1,670000,1,27348,106,1,2,739,8231,5456
Eng/Wales,E09000010,E02000294,E01001476,-,0.48,0.14,4,30200,1,3,0.04,1,380000,1,19604,77,1,1,674,6769,4486
Eng/Wales,E09000010,E02000294,E01001477,-,0.49,0.12,4,30200,1,3,0.05,1,435000,1,19604,77,1,1,762,7708,5109
Eng/Wales,E09000010,E02000292,E01001478,-,0.47,0.14,4,35600,1,3,0.04,1,380250,1,21621,83,1,1,802,8374,5551
Eng/Wales,E09000010,E02000299,E01001479,-,0.47,0.13,4,29700,3,3,0.04,1,305000,1,18394,84,1,0,552,4724,3131
Eng/Wales,E09000010,E02000300,E01001480,-,0.48,0.15,4,29400,1,3,0.04,1,356000,1,21411,78,1,1,683,7091,4700
Eng/Wales,E09000010,E02000294,E01001481,-,0.49,0.15,4,30200,1,3,0.06,1,355000,1,19604,77,1,1,856,9827,6513
Eng/Wales,E09000010,E02000299,E01001482,-,0.50,0.12,4,29700,1,3,0.05,1,337498,1,18394,84,1,0,582,5409,3586
Eng/Wales,E09000010,E02000301,E01001483,-,0.53,0.10,4,30300,3,3,0.05,1,185000,1,18993,80,1,0,461,4659,3088
Eng/Wales,E09000010,E02000292,E01001484,-,0.49,0.14,4,35600,1,3,0.04,1,367000,1,22274,86,1,1,804,8751,5801
Eng/Wales,E09000010,E02000301,E01001485,-,0.51,0.11,4,30300,1,3,0.05,1,325000,1,18993,80,1,0,518,5039,3340
Eng/Wales,E09000010,E02000301,E01001486,-,0.49,0.11,4,30300,2,3,0.05,1,330000,1,18993,80,1,0,528,6189,4102
Eng/Wales,E09000010,E02000299,E01001487,-,0.51,0.11,4,29700,1,3,0.05,1,350000,1,18394,84,1,0,506,4719,3128
Eng/Wales,E09000010,E02000300,E01001488,-,0.52,0.11,4,29400,1,3,0.04,1,360000,1,17966,78,1,1,616,6020,3990
Eng/Wales,E09000010,E02000299,E01001489,-,0.51,0.10,4,29700,1,3,0.05,1,360000,1,18394,84,1,1,624,6441,4269
Eng/Wales,E09000010,E02000299,E01001491,-,0.50,0.11,4,29700,3,3,0.05,1,338000,1,18394,84,1,0,539,5294,3509
Eng/Wales,E09000010,E02000301,E01001492,-,0.50,0.11,4,30300,1,3,0.05,1,386500,1,18993,80,1,1,631,6390,4235
Eng/Wales,E09000010,E02000302,E01001493,-,0.42,0.16,4,36000,1,3,0.03,1,445000,1,15067,61,1,1,634,6125,4060
Eng/Wales,E09000010,E02000302,E01001494,-,0.40,0.20,4,36000,1,3,0.04,1,502500,1,23568,96,1,1,784,7374,4888
Eng/Wales,E09000010,E02000305,E01001495,-,0.41,0.12,4,40500,1,3,0.04,1,361000,1,18018,66,1,1,453,3848,2551
Eng/Wales,E09000010,E02000302,E01001496,-,0.38,0.19,4,36000,1,3,0.03,1,600000,1,23463,99,1,1,734,5588,3704
Eng/Wales,E09000010,E02000307,E01001497,-,0.44,0.16,4,31700,1,3,0.04,1,555000,1,20080,80,1,1,802,7868,5215
Eng/Wales,E09000010,E02000305,E01001498,-,0.45,0.10,4,40500,1,3,0.05,1,439998,1,17028,66,1,1,474,3907,2590
Eng/Wales,E09000010,E02000307,E01001499,-,0.41,0.18,4,31700,1,3,0.04,1,505000,1,23959,97,1,1,764,6867,4552
Eng/Wales,E09000010,E02000311,E01001500,-,0.45,0.15,4,34400,1,3,0.05,1,602500,1,23287,91,1,1,556,5009,3320
Eng/Wales,E09000010,E02000312,E01001501,-,0.46,0.11,4,35900,3,3,0.06,1,441250,1,14763,57,1,1,401,3408,2259
Eng/Wales,E09000010,E02000294,E01001502,-,0.49,0.12,4,30200,1,3,0.05,1,358000,1,20625,79,1,1,721,7032,4661
Eng/Wales,E09000010,E02000294,E01001503,-,0.48,0.14,4,30200,1,3,0.04,1,360000,1,21725,79,1,1,676,6902,4575
Eng/Wales,E09000010,E02000288,E01001504,-,0.57,0.10,4,28900,1,3,0.05,1,338000,1,20910,82,1,1,844,10465,6937
Eng/Wales,E09000010,E02000288,E01001505,-,0.51,0.08,4,28900,1,3,0.04,1,373000,1,22880,80,1,1,774,7422,4920
Eng/Wales,E09000010,E02000288,E01001507,-,0.59,0.08,4,28900,3,3,0.03,1,261000,1,15125,55,1,0,611,8379,5554
Eng/Wales,E09000009,E02000264,E01001354,-,0.40,0.16,4,43900,1,3,0.05,1,610000,1,19772,85,1,1,237,2074,1375
Eng/Wales,E09000009,E02000270,E01001355,-,0.49,0.11,4,36600,1,1,0.04,1,469250,1,16002,73,1,0,259,2520,1671
Eng/Wales,E09000009,E02000270,E01001356,-,0.51,0.11,4,36600,2,1,0.07,1,640000,1,16002,73,1,0,289,2615,1733
Eng/Wales,E09000009,E02000270,E01001357,-,0.55,0.06,4,36600,1,1,0.05,1,487500,1,16002,73,1,0,316,3736,2476
Eng/Wales,E09000009,E02000270,E01001358,-,0.58,0.05,4,36600,1,1,0.05,1,522500,1,16002,73,1,0,252,2744,1818
Eng/Wales,E09000009,E02000263,E01001359,-,0.49,0.11,4,29000,1,3,0.06,1,412000,1,22599,93,1,0,683,5720,3791
Eng/Wales,E09000009,E02000263,E01001360,-,0.44,0.12,4,29000,1,3,0.05,1,640000,1,22005,90,1,1,752,6226,4127
Eng/Wales,E09000009,E02000260,E01001361,-,0.49,0.09,4,30000,3,3,0.06,1,640000,1,17780,70,1,0,519,4784,3171
Eng/Wales,E09000009,E02000263,E01001362,-,0.49,0.09,4,29000,1,3,0.06,1,640000,1,18204,86,1,0,604,5028,3333
Eng/Wales,E09000009,E02000263,E01001363,-,0.51,0.11,4,29000,1,3,0.05,1,640000,1,18632,74,1,1,677,5378,3564
Eng/Wales,E09000009,E02000263,E01001364,-,0.50,0.13,4,29000,2,3,0.06,1,640000,1,20667,83,1,0,600,5488,3638
Eng/Wales,E09000009,E02000263,E01001365,-,0.45,0.13,4,29000,1,3,0.05,1,640000,1,23059,95,1,1,799,8031,5323
Eng/Wales,E09000009,E02000274,E01001366,-,0.50,0.10,4,28500,1,1,0.06,1,640000,1,18147,69,1,1,882,8200,5435
Eng/Wales,E09000009,E02000274,E01001367,-,0.50,0.07,3,28500,3,3,0.06,1,640000,1,12017,61,1,0,495,4980,3301
Eng/Wales,E09000009,E02000274,E01001368,-,0.46,0.13,4,28500,1,3,0.06,1,400000,1,19936,89,1,1,865,9055,6002
Eng/Wales,E09000009,E02000275,E01001369,-,0.49,0.11,4,31000,3,3,0.05,1,640000,1,17073,63,1,0,658,6160,4083
Eng/Wales,E09000009,E02000274,E01001370,-,0.49,0.10,4,28500,1,3,0.06,1,392500,1,20961,83,1,1,878,7239,4798
Eng/Wales,E09000009,E02000274,E01001371,-,0.49,0.10,4,28500,1,3,0.05,1,640000,1,17850,75,1,1,662,5572,3693
Eng/Wales,E09000009,E02000274,E01001372,-,0.52,0.09,4,28500,1,3,0.06,1,322500,1,16986,76,1,0,658,6738,4466
