Lookup Value,Local Authority,SPC_Code,SPC_Name
S01009786,Glasgow City,S16000119,Glasgow Pollok
S01009787,Glasgow City,S16000119,Glasgow Pollok
S01009788,Glasgow City,S16000119,Glasgow Pollok
S01009789,Glasgow City,S16000119,Glasgow Pollok
S01009790,Glasgow City,S16000119,Glasgow Pollok
S01009791,Glasgow City,S16000119,Glasgow Pollok
S01009792,Glasgow City,S16000119,Glasgow Pollok
S01009793,Glasgow City,S16000119,Glasgow Pollok
S01009794,Glasgow City,S16000119,Glasgow Pollok
S01009795,Glasgow City,S16000119,Glasgow Pollok
S01009796,Glasgow City,S16000119,Glasgow Pollok
S01009797,Glasgow City,S16000119,Glasgow Pollok
S01009798,Glasgow City,S16000119,Glasgow Pollok
S01009799,Glasgow City,S16000119,Glasgow Pollok
S01009800,Glasgow City,S16000119,Glasgow Pollok
S01009801,Glasgow City,S16000119,Glasgow Pollok
S01009802,Glasgow City,S16000119,Glasgow Pollok
S01009803,Glasgow City,S16000119,Glasgow Pollok
S01009804,Glasgow City,S16000119,Glasgow Pollok
S01009805,Glasgow City,S16000119,Glasgow Pollok
S01009806,Glasgow City,S16000119,Glasgow Pollok
S01009807,Glasgow City,S16000119,Glasgow Pollok
S01009808,Glasgow City,S16000119,Glasgow Pollok
S01009809,Glasgow City,S16000119,Glasgow Pollok
S01009810,Glasgow City,S16000119,Glasgow Pollok
S01009811,Glasgow City,S16000119,Glasgow Pollok
S01009812,Glasgow City,S16000119,Glasgow Pollok
S01009813,Glasgow City,S16000119,Glasgow Pollok
S01009814,Glasgow City,S16000119,Glasgow Pollok
S01009815,Glasgow City,S16000119,Glasgow Pollok
S01009816,Glasgow City,S16000119,Glasgow Pollok
S01009817,Glasgow City,S16000119,Glasgow Pollok
S01009818,Glasgow City,S16000119,Glasgow Pollok
S01009819,Glasgow City,S16000119,Glasgow Pollok
S01009820,Glasgow City,S16000119,Glasgow Pollok
S01009821,Glasgow City,S16000119,Glasgow Pollok
S01009822,Glasgow City,S16000119,Glasgow Pollok
S01009823,Glasgow City,S16000119,Glasgow Pollok
S01009824,Glasgow City,S16000119,Glasgow Pollok
S01009825,Glasgow City,S16000119,Glasgow Pollok
S01009826,Glasgow City,S16000119,Glasgow Pollok
S01009827,Glasgow City,S16000119,Glasgow Pollok
S01009828,Glasgow City,S16000119,Glasgow Pollok
S01009829,Glasgow City,S16000119,Glasgow Pollok
S01009830,Glasgow City,S16000119,Glasgow Pollok
S01009831,Glasgow City,S16000119,Glasgow Pollok
S01009832,Glasgow City,S16000119,Glasgow Pollok
S01009833,Glasgow City,S16000119,Glasgow Pollok
S01009834,Glasgow City,S16000119,Glasgow Pollok
S01009835,Glasgow City,S16000119,Glasgow Pollok
S01009836,Glasgow City,S16000119,Glasgow Pollok
S01009837,Glasgow City,S16000119,Glasgow Pollok
S01009838,Glasgow City,S16000119,Glasgow Pollok
S01009839,Glasgow City,S16000119,Glasgow Pollok
S01009840,Glasgow City,S16000119,Glasgow Pollok
S01009841,Glasgow City,S16000119,Glasgow Pollok
S01009842,Glasgow City,S16000119,Glasgow Pollok
S01009843,Glasgow City,S16000119,Glasgow Pollok
S01009844,Glasgow City,S16000119,Glasgow Pollok
S01009845,Glasgow City,S16000119,Glasgow Pollok
S01009846,Glasgow City,S16000119,Glasgow Pollok
S01009847,Glasgow City,S16000119,Glasgow Pollok
S01009848,Glasgow City,S16000119,Glasgow Pollok
S01009849,Glasgow City,S16000119,Glasgow Pollok
S01009850,Glasgow City,S16000119,Glasgow Pollok
S01009851,Glasgow City,S16000119,Glasgow Pollok
S01009852,Glasgow City,S16000119,Glasgow Pollok
S01009853,Glasgow City,S16000119,Glasgow Pollok
S01009854,Glasgow City,S16000119,Glasgow Pollok
S01009855,Glasgow City,S16000119,Glasgow Pollok
S01009856,Glasgow City,S16000119,Glasgow Pollok
S01009857,Glasgow City,S16000119,Glasgow Pollok
S01009858,Glasgow City,S16000119,Glasgow Pollok
S01009859,Glasgow City,S16000122,Glasgow Southside
S01009860,Glasgow City,S16000122,Glasgow Southside
S01009861,Glasgow City,S16000122,Glasgow Southside
S01009862,Glasgow City,S16000122,Glasgow Southside
S01009863,Glasgow City,S16000122,Glasgow Southside
S01009864,Glasgow City,S16000122,Glasgow Southside
S01009865,Glasgow City,S16000122,Glasgow Southside
S01009866,Glasgow City,S16000122,Glasgow Southside
S01009867,Glasgow City,S16000122,Glasgow Southside
S01009868,Glasgow City,S16000122,Glasgow Southside
S01009869,Glasgow City,S16000122,Glasgow Southside
S01009870,Glasgow City,S16000122,Glasgow Southside
S01009871,Glasgow City,S16000122,Glasgow Southside
S01009872,Glasgow City,S16000122,Glasgow Southside
S01009873,Glasgow City,S16000122,Glasgow Southside
S01009874,Glasgow City,S16000122,Glasgow Southside
S01009875,Glasgow City,S16000122,Glasgow Southside
S01009876,Glasgow City,S16000122,Glasgow Southside
S01009877,Glasgow City,S16000122,Glasgow Southside
S01009878,Glasgow City,S16000122,Glasgow Southside
S01009879,Glasgow City,S16000122,Glasgow Southside
S01009880,Glasgow City,S16000122,Glasgow Southside
S01009881,Glasgow City,S16000122,Glasgow Southside
S01009882,Glasgow City,S16000122,Glasgow Southside
S01009883,Glasgow City,S16000122,Glasgow Southside
S01009884,Glasgow City,S16000122,Glasgow Southside
S01009885,Glasgow City,S16000122,Glasgow Southside
S01009886,Glasgow City,S16000122,Glasgow Southside
S01009887,Glasgow City,S16000122,Glasgow Southside
S01009888,Glasgow City,S16000122,Glasgow Southside
S01009889,Glasgow City,S16000122,Glasgow Southside
S01009890,Glasgow City,S16000122,Glasgow Southside
S01009891,Glasgow City,S16000122,Glasgow Southside
S01009892,Glasgow City,S16000122,Glasgow Southside
S01009893,Glasgow City,S16000122,Glasgow Southside
S01009894,Glasgow City,S16000122,Glasgow Southside
S01009895,Glasgow City,S16000122,Glasgow Southside
S01009896,Glasgow City,S16000122,Glasgow Southside
S01009897,Glasgow City,S16000122,Glasgow Southside
S01009898,Glasgow City,S16000122,Glasgow Southside
S01009899,Glasgow City,S16000116,Glasgow Cathcart
S01009900,Glasgow City,S16000116,Glasgow Cathcart
S01009901,Glasgow City,S16000116,Glasgow Cathcart
S01009902,Glasgow City,S16000122,Glasgow Southside
S01009903,Glasgow City,S16000122,Glasgow Southside
S01009904,Glasgow City,S16000116,Glasgow Cathcart
S01009905,Glasgow City,S16000122,Glasgow Southside
S01009906,Glasgow City,S16000122,Glasgow Southside
S01009907,Glasgow City,S16000122,Glasgow Southside
S01009908,Glasgow City,S16000122,Glasgow Southside
S01009909,Glasgow City,S16000122,Glasgow Southside
S01009910,Glasgow City,S16000122,Glasgow Southside
S01009911,Glasgow City,S16000122,Glasgow Southside
S01009912,Glasgow City,S16000122,Glasgow Southside
S01009913,Glasgow City,S16000122,Glasgow Southside
S01009914,Glasgow City,S16000122,Glasgow Southside
S01009915,Glasgow City,S16000122,Glasgow Southside
S01009916,Glasgow City,S16000122,Glasgow Southside
S01009917,Glasgow City,S16000122,Glasgow Southside
S01009918,Glasgow City,S16000122,Glasgow Southside
S01009919,Glasgow City,S16000122,Glasgow Southside
S01009920,Glasgow City,S16000122,Glasgow Southside
S01009921,Glasgow City,S16000122,Glasgow Southside
S01009922,Glasgow City,S16000122,Glasgow Southside
S01009923,Glasgow City,S16000116,Glasgow Cathcart
S01009924,Glasgow City,S16000116,Glasgow Cathcart
S01009925,Glasgow City,S16000116,Glasgow Cathcart
S01009926,Glasgow City,S16000116,Glasgow Cathcart
S01009927,Glasgow City,S16000116,Glasgow Cathcart
S01009928,Glasgow City,S16000116,Glasgow Cathcart
S01009929,Glasgow City,S16000116,Glasgow Cathcart
S01009930,Glasgow City,S16000116,Glasgow Cathcart
S01009931,Glasgow City,S16000116,Glasgow Cathcart
S01009932,Glasgow City,S16000116,Glasgow Cathcart
S01009933,Glasgow City,S16000116,Glasgow Cathcart
S01009934,Glasgow City,S16000116,Glasgow Cathcart
S01009935,Glasgow City,S16000116,Glasgow Cathcart
S01009936,Glasgow City,S16000122,Glasgow Southside
S01009937,Glasgow City,S16000116,Glasgow Cathcart
S01009938,Glasgow City,S16000116,Glasgow Cathcart
S01009939,Glasgow City,S16000116,Glasgow Cathcart
S01009940,Glasgow City,S16000116,Glasgow Cathcart
S01009941,Glasgow City,S16000116,Glasgow Cathcart
S01009942,Glasgow City,S16000116,Glasgow Cathcart
S01009943,Glasgow City,S16000116,Glasgow Cathcart
S01009944,Glasgow City,S16000116,Glasgow Cathcart
S01009945,Glasgow City,S16000116,Glasgow Cathcart
S01009946,Glasgow City,S16000116,Glasgow Cathcart
S01009947,Glasgow City,S16000116,Glasgow Cathcart
S01009948,Glasgow City,S16000116,Glasgow Cathcart
S01009949,Glasgow City,S16000116,Glasgow Cathcart
S01009950,Glasgow City,S16000116,Glasgow Cathcart
S01009951,Glasgow City,S16000116,Glasgow Cathcart
S01009952,Glasgow City,S16000116,Glasgow Cathcart
S01009953,Glasgow City,S16000116,Glasgow Cathcart
S01009954,Glasgow City,S16000116,Glasgow Cathcart
S01009955,Glasgow City,S16000116,Glasgow Cathcart
S01009956,Glasgow City,S16000116,Glasgow Cathcart
S01009957,Glasgow City,S16000116,Glasgow Cathcart
S01009958,Glasgow City,S16000116,Glasgow Cathcart
S01009959,Glasgow City,S16000116,Glasgow Cathcart
S01009960,Glasgow City,S16000116,Glasgow Cathcart
S01009961,Glasgow City,S16000116,Glasgow Cathcart
S01009962,Glasgow City,S16000116,Glasgow Cathcart
S01009963,Glasgow City,S16000116,Glasgow Cathcart
S01009964,Glasgow City,S16000116,Glasgow Cathcart
S01009965,Glasgow City,S16000116,Glasgow Cathcart
S01009966,Glasgow City,S16000116,Glasgow Cathcart
S01009967,Glasgow City,S16000116,Glasgow Cathcart
S01009968,Glasgow City,S16000116,Glasgow Cathcart
S01009969,Glasgow City,S16000116,Glasgow Cathcart
S01009970,Glasgow City,S16000116,Glasgow Cathcart
S01009971,Glasgow City,S16000116,Glasgow Cathcart
S01009972,Glasgow City,S16000116,Glasgow Cathcart
S01009973,Glasgow City,S16000116,Glasgow Cathcart
S01009974,Glasgow City,S16000116,Glasgow Cathcart
S01009975,Glasgow City,S16000116,Glasgow Cathcart
S01009976,Glasgow City,S16000116,Glasgow Cathcart
S01009977,Glasgow City,S16000116,Glasgow Cathcart
S01009978,Glasgow City,S16000116,Glasgow Cathcart
S01009979,Glasgow City,S16000116,Glasgow Cathcart
S01009980,Glasgow City,S16000116,Glasgow Cathcart
S01009981,Glasgow City,S16000116,Glasgow Cathcart
S01009982,Glasgow City,S16000116,Glasgow Cathcart
S01009983,Glasgow City,S16000116,Glasgow Cathcart
S01009984,Glasgow City,S16000116,Glasgow Cathcart
S01009985,Glasgow City,S16000116,Glasgow Cathcart
S01009986,Glasgow City,S16000116,Glasgow Cathcart
S01009987,Glasgow City,S16000116,Glasgow Cathcart
S01009988,Glasgow City,S16000116,Glasgow Cathcart
S01009989,Glasgow City,S16000116,Glasgow Cathcart
S01009990,Glasgow City,S16000116,Glasgow Cathcart
S01009991,Glasgow City,S16000116,Glasgow Cathcart
S01009992,Glasgow City,S16000116,Glasgow Cathcart
S01009993,Glasgow City,S16000116,Glasgow Cathcart
S01009994,Glasgow City,S16000116,Glasgow Cathcart
S01009995,Glasgow City,S16000116,Glasgow Cathcart
S01009996,Glasgow City,S16000116,Glasgow Cathcart
S01009997,Glasgow City,S16000116,Glasgow Cathcart
S01009998,Glasgow City,S16000116,Glasgow Cathcart
S01009999,Glasgow City,S16000116,Glasgow Cathcart
S01010000,Glasgow City,S16000116,Glasgow Cathcart
S01010001,Glasgow City,S16000116,Glasgow Cathcart
S01010002,Glasgow City,S16000116,Glasgow Cathcart
S01010003,Glasgow City,S16000116,Glasgow Cathcart
S01010004,Glasgow City,S16000116,Glasgow Cathcart
S01010005,Glasgow City,S16000116,Glasgow Cathcart
S01010006,Glasgow City,S16000116,Glasgow Cathcart
S01010007,Glasgow City,S16000116,Glasgow Cathcart
S01010008,Glasgow City,S16000116,Glasgow Cathcart
S01010009,Glasgow City,S16000116,Glasgow Cathcart
S01010010,Glasgow City,S16000116,Glasgow Cathcart
S01010011,Glasgow City,S16000116,Glasgow Cathcart
S01010012,Glasgow City,S16000116,Glasgow Cathcart
S01010013,Glasgow City,S16000116,Glasgow Cathcart
S01010014,Glasgow City,S16000116,Glasgow Cathcart
S01010015,Glasgow City,S16000116,Glasgow Cathcart
S01010016,Glasgow City,S16000122,Glasgow Southside
S01010017,Glasgow City,S16000122,Glasgow Southside
S01010018,Glasgow City,S16000122,Glasgow Southside
S01010019,Glasgow City,S16000122,Glasgow Southside
S01010020,Glasgow City,S16000122,Glasgow Southside
S01010021,Glasgow City,S16000122,Glasgow Southside
S01010022,Glasgow City,S16000122,Glasgow Southside
S01010023,Glasgow City,S16000122,Glasgow Southside
S01010024,Glasgow City,S16000122,Glasgow Southside
S01010025,Glasgow City,S16000122,Glasgow Southside
S01010026,Glasgow City,S16000122,Glasgow Southside
S01010027,Glasgow City,S16000122,Glasgow Southside
S01010028,Glasgow City,S16000122,Glasgow Southside
S01010029,Glasgow City,S16000122,Glasgow Southside
S01010030,Glasgow City,S16000122,Glasgow Southside
S01010031,Glasgow City,S16000122,Glasgow Southside
S01010032,Glasgow City,S16000122,Glasgow Southside
S01010033,Glasgow City,S16000122,Glasgow Southside
S01010034,Glasgow City,S16000122,Glasgow Southside
S01010035,Glasgow City,S16000122,Glasgow Southside
S01010036,Glasgow City,S16000122,Glasgow Southside
S01010037,Glasgow City,S16000121,Glasgow Shettleston
S01010038,Glasgow City,S16000121,Glasgow Shettleston
S01010039,Glasgow City,S16000121,Glasgow Shettleston
S01010040,Glasgow City,S16000121,Glasgow Shettleston
S01010041,Glasgow City,S16000121,Glasgow Shettleston
S01010042,Glasgow City,S16000121,Glasgow Shettleston
S01010043,Glasgow City,S16000121,Glasgow Shettleston
S01010044,Glasgow City,S16000121,Glasgow Shettleston
S01010045,Glasgow City,S16000121,Glasgow Shettleston
S01010046,Glasgow City,S16000121,Glasgow Shettleston
S01010047,Glasgow City,S16000121,Glasgow Shettleston
S01010048,Glasgow City,S16000121,Glasgow Shettleston
S01010049,Glasgow City,S16000121,Glasgow Shettleston
S01010050,Glasgow City,S16000121,Glasgow Shettleston
S01010051,Glasgow City,S16000121,Glasgow Shettleston
S01010052,Glasgow City,S16000121,Glasgow Shettleston
S01010053,Glasgow City,S16000121,Glasgow Shettleston
S01010054,Glasgow City,S16000121,Glasgow Shettleston
S01010055,Glasgow City,S16000121,Glasgow Shettleston
S01010056,Glasgow City,S16000121,Glasgow Shettleston
S01010057,Glasgow City,S16000121,Glasgow Shettleston
S01010058,Glasgow City,S16000121,Glasgow Shettleston
S01010059,Glasgow City,S16000121,Glasgow Shettleston
S01010060,Glasgow City,S16000121,Glasgow Shettleston
S01010061,Glasgow City,S16000121,Glasgow Shettleston
S01010062,Glasgow City,S16000121,Glasgow Shettleston
S01010063,Glasgow City,S16000121,Glasgow Shettleston
S01010064,Glasgow City,S16000121,Glasgow Shettleston
S01010065,Glasgow City,S16000121,Glasgow Shettleston
S01010066,Glasgow City,S16000121,Glasgow Shettleston
S01010067,Glasgow City,S16000121,Glasgow Shettleston
S01010068,Glasgow City,S16000121,Glasgow Shettleston
S01010069,Glasgow City,S16000121,Glasgow Shettleston
S01010070,Glasgow City,S16000121,Glasgow Shettleston
S01010071,Glasgow City,S16000121,Glasgow Shettleston
S01010072,Glasgow City,S16000121,Glasgow Shettleston
S01010073,Glasgow City,S16000121,Glasgow Shettleston
S01010074,Glasgow City,S16000121,Glasgow Shettleston
S01010075,Glasgow City,S16000121,Glasgow Shettleston
S01010076,Glasgow City,S16000121,Glasgow Shettleston
S01010077,Glasgow City,S16000121,Glasgow Shettleston
S01010078,Glasgow City,S16000121,Glasgow Shettleston
S01010079,Glasgow City,S16000121,Glasgow Shettleston
S01010080,Glasgow City,S16000121,Glasgow Shettleston
S01010081,Glasgow City,S16000121,Glasgow Shettleston
S01010082,Glasgow City,S16000121,Glasgow Shettleston
S01010083,Glasgow City,S16000121,Glasgow Shettleston
S01010084,Glasgow City,S16000121,Glasgow Shettleston
S01010085,Glasgow City,S16000121,Glasgow Shettleston
S01010086,Glasgow City,S16000121,Glasgow Shettleston
S01010087,Glasgow City,S16000121,Glasgow Shettleston
S01010088,Glasgow City,S16000121,Glasgow Shettleston
S01010089,Glasgow City,S16000121,Glasgow Shettleston
S01010090,Glasgow City,S16000121,Glasgow Shettleston
S01010091,Glasgow City,S16000121,Glasgow Shettleston
S01010092,Glasgow City,S16000121,Glasgow Shettleston
S01010093,Glasgow City,S16000121,Glasgow Shettleston
S01010094,Glasgow City,S16000121,Glasgow Shettleston
S01010095,Glasgow City,S16000121,Glasgow Shettleston
S01010096,Glasgow City,S16000121,Glasgow Shettleston
S01010097,Glasgow City,S16000121,Glasgow Shettleston
S01010098,Glasgow City,S16000121,Glasgow Shettleston
S01010099,Glasgow City,S16000121,Glasgow Shettleston
S01010100,Glasgow City,S16000121,Glasgow Shettleston
S01010101,Glasgow City,S16000121,Glasgow Shettleston
S01010102,Glasgow City,S16000121,Glasgow Shettleston
S01010103,Glasgow City,S16000121,Glasgow Shettleston
S01010104,Glasgow City,S16000121,Glasgow Shettleston
S01010105,Glasgow City,S16000150,Glasgow Provan
S01010106,Glasgow City,S16000150,Glasgow Provan
S01010107,Glasgow City,S16000150,Glasgow Provan
S01010108,Glasgow City,S16000150,Glasgow Provan
S01010109,Glasgow City,S16000150,Glasgow Provan
S01010110,Glasgow City,S16000150,Glasgow Provan
S01010111,Glasgow City,S16000150,Glasgow Provan
S01010112,Glasgow City,S16000150,Glasgow Provan
S01010113,Glasgow City,S16000150,Glasgow Provan
S01010114,Glasgow City,S16000150,Glasgow Provan
S01010115,Glasgow City,S16000150,Glasgow Provan
S01010116,Glasgow City,S16000150,Glasgow Provan
S01010117,Glasgow City,S16000150,Glasgow Provan
S01010118,Glasgow City,S16000150,Glasgow Provan
S01010119,Glasgow City,S16000150,Glasgow Provan
S01010120,Glasgow City,S16000150,Glasgow Provan
S01010121,Glasgow City,S16000150,Glasgow Provan
S01010122,Glasgow City,S16000150,Glasgow Provan
S01010123,Glasgow City,S16000121,Glasgow Shettleston
S01010124,Glasgow City,S16000121,Glasgow Shettleston
S01010125,Glasgow City,S16000121,Glasgow Shettleston
S01010126,Glasgow City,S16000150,Glasgow Provan
S01010127,Glasgow City,S16000121,Glasgow Shettleston
S01010128,Glasgow City,S16000121,Glasgow Shettleston
S01010129,Glasgow City,S16000121,Glasgow Shettleston
S01010130,Glasgow City,S16000121,Glasgow Shettleston
S01010131,Glasgow City,S16000121,Glasgow Shettleston
S01010132,Glasgow City,S16000150,Glasgow Provan
S01010133,Glasgow City,S16000150,Glasgow Provan
S01010134,Glasgow City,S16000150,Glasgow Provan
S01010135,Glasgow City,S16000150,Glasgow Provan
S01010136,Glasgow City,S16000150,Glasgow Provan
S01010137,Glasgow City,S16000121,Glasgow Shettleston
S01010138,Glasgow City,S16000121,Glasgow Shettleston
S01010139,Glasgow City,S16000121,Glasgow Shettleston
S01010140,Glasgow City,S16000150,Glasgow Provan
S01010141,Glasgow City,S16000121,Glasgow Shettleston
S01010142,Glasgow City,S16000121,Glasgow Shettleston
S01010143,Glasgow City,S16000121,Glasgow Shettleston
S01010144,Glasgow City,S16000121,Glasgow Shettleston
S01010145,Glasgow City,S16000121,Glasgow Shettleston
S01010146,Glasgow City,S16000121,Glasgow Shettleston
S01010147,Glasgow City,S16000121,Glasgow Shettleston
S01010148,Glasgow City,S16000150,Glasgow Provan
S01010149,Glasgow City,S16000150,Glasgow Provan
S01010150,Glasgow City,S16000150,Glasgow Provan
S01010151,Glasgow City,S16000150,Glasgow Provan
S01010152,Glasgow City,S16000150,Glasgow Provan
S01010153,Glasgow City,S16000150,Glasgow Provan
S01010154,Glasgow City,S16000150,Glasgow Provan
S01010155,Glasgow City,S16000150,Glasgow Provan
S01010156,Glasgow City,S16000150,Glasgow Provan
S01010157,Glasgow City,S16000150,Glasgow Provan
S01010158,Glasgow City,S16000150,Glasgow Provan
S01010159,Glasgow City,S16000150,Glasgow Provan
S01010160,Glasgow City,S16000150,Glasgow Provan
S01010161,Glasgow City,S16000150,Glasgow Provan
S01010162,Glasgow City,S16000150,Glasgow Provan
S01010163,Glasgow City,S16000150,Glasgow Provan
S01010164,Glasgow City,S16000150,Glasgow Provan
S01010165,Glasgow City,S16000150,Glasgow Provan
S01010166,Glasgow City,S16000150,Glasgow Provan
S01010167,Glasgow City,S16000150,Glasgow Provan
S01010168,Glasgow City,S16000150,Glasgow Provan
S01010169,Glasgow City,S16000150,Glasgow Provan
S01010170,Glasgow City,S16000150,Glasgow Provan
S01010171,Glasgow City,S16000150,Glasgow Provan
S01010172,Glasgow City,S16000150,Glasgow Provan
S01010173,Glasgow City,S16000150,Glasgow Provan
S01010174,Glasgow City,S16000150,Glasgow Provan
S01010175,Glasgow City,S16000150,Glasgow Provan
S01010176,Glasgow City,S16000150,Glasgow Provan
S01010177,Glasgow City,S16000150,Glasgow Provan
S01010178,Glasgow City,S16000150,Glasgow Provan
S01010179,Glasgow City,S16000150,Glasgow Provan
S01010180,Glasgow City,S16000150,Glasgow Provan
S01010181,Glasgow City,S16000150,Glasgow Provan
S01010182,Glasgow City,S16000150,Glasgow Provan
S01010183,Glasgow City,S16000150,Glasgow Provan
S01010184,Glasgow City,S16000150,Glasgow Provan
S01010185,Glasgow City,S16000150,Glasgow Provan
S01010186,Glasgow City,S16000150,Glasgow Provan
S01010187,Glasgow City,S16000150,Glasgow Provan
S01010188,Glasgow City,S16000150,Glasgow Provan
S01010189,Glasgow City,S16000150,Glasgow Provan
S01010190,Glasgow City,S16000150,Glasgow Provan
S01010191,Glasgow City,S16000150,Glasgow Provan
S01010192,Glasgow City,S16000150,Glasgow Provan
S01010193,Glasgow City,S16000150,Glasgow Provan
S01010194,Glasgow City,S16000150,Glasgow Provan
S01010195,Glasgow City,S16000150,Glasgow Provan
S01010196,Glasgow City,S16000150,Glasgow Provan
S01010197,Glasgow City,S16000150,Glasgow Provan
S01010198,Glasgow City,S16000150,Glasgow Provan
S01010199,Glasgow City,S16000150,Glasgow Provan
S01010200,Glasgow City,S16000150,Glasgow Provan
S01010201,Glasgow City,S16000150,Glasgow Provan
S01010202,Glasgow City,S16000150,Glasgow Provan
S01010203,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010204,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010205,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010206,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010207,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010208,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010209,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010210,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010211,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010212,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010213,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010214,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010215,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010216,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010217,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010218,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010219,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010220,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010221,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010222,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010223,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010224,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010225,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010226,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010227,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010228,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010229,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010230,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010231,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010232,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010233,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010234,Glasgow City,S16000150,Glasgow Provan
S01010235,Glasgow City,S16000150,Glasgow Provan
S01010236,Glasgow City,S16000150,Glasgow Provan
S01010237,Glasgow City,S16000150,Glasgow Provan
S01010238,Glasgow City,S16000150,Glasgow Provan
S01010239,Glasgow City,S16000150,Glasgow Provan
S01010240,Glasgow City,S16000150,Glasgow Provan
S01010241,Glasgow City,S16000150,Glasgow Provan
S01010242,Glasgow City,S16000150,Glasgow Provan
S01010243,Glasgow City,S16000150,Glasgow Provan
S01010244,Glasgow City,S16000121,Glasgow Shettleston
S01010245,Glasgow City,S16000121,Glasgow Shettleston
S01010246,Glasgow City,S16000150,Glasgow Provan
S01010247,Glasgow City,S16000150,Glasgow Provan
S01010248,Glasgow City,S16000150,Glasgow Provan
S01010249,Glasgow City,S16000150,Glasgow Provan
S01010250,Glasgow City,S16000150,Glasgow Provan
S01010251,Glasgow City,S16000150,Glasgow Provan
S01010252,Glasgow City,S16000150,Glasgow Provan
S01010253,Glasgow City,S16000150,Glasgow Provan
S01010254,Glasgow City,S16000121,Glasgow Shettleston
S01010255,Glasgow City,S16000121,Glasgow Shettleston
S01010256,Glasgow City,S16000121,Glasgow Shettleston
S01010257,Glasgow City,S16000121,Glasgow Shettleston
S01010258,Glasgow City,S16000121,Glasgow Shettleston
S01010259,Glasgow City,S16000117,Glasgow Kelvin
S01010260,Glasgow City,S16000117,Glasgow Kelvin
S01010261,Glasgow City,S16000117,Glasgow Kelvin
S01010262,Glasgow City,S16000117,Glasgow Kelvin
S01010263,Glasgow City,S16000117,Glasgow Kelvin
S01010264,Glasgow City,S16000117,Glasgow Kelvin
S01010265,Glasgow City,S16000117,Glasgow Kelvin
S01010266,Glasgow City,S16000117,Glasgow Kelvin
S01010267,Glasgow City,S16000117,Glasgow Kelvin
S01010268,Glasgow City,S16000117,Glasgow Kelvin
S01010269,Glasgow City,S16000117,Glasgow Kelvin
S01010270,Glasgow City,S16000117,Glasgow Kelvin
S01010271,Glasgow City,S16000117,Glasgow Kelvin
S01010272,Glasgow City,S16000117,Glasgow Kelvin
S01010273,Glasgow City,S16000117,Glasgow Kelvin
S01010274,Glasgow City,S16000117,Glasgow Kelvin
S01010275,Glasgow City,S16000117,Glasgow Kelvin
S01010276,Glasgow City,S16000117,Glasgow Kelvin
S01010277,Glasgow City,S16000117,Glasgow Kelvin
S01010278,Glasgow City,S16000117,Glasgow Kelvin
S01010279,Glasgow City,S16000117,Glasgow Kelvin
S01010280,Glasgow City,S16000117,Glasgow Kelvin
S01010281,Glasgow City,S16000117,Glasgow Kelvin
S01010282,Glasgow City,S16000117,Glasgow Kelvin
S01010283,Glasgow City,S16000117,Glasgow Kelvin
S01010284,Glasgow City,S16000117,Glasgow Kelvin
S01010285,Glasgow City,S16000117,Glasgow Kelvin
S01010286,Glasgow City,S16000117,Glasgow Kelvin
S01010287,Glasgow City,S16000117,Glasgow Kelvin
S01010288,Glasgow City,S16000117,Glasgow Kelvin
S01010289,Glasgow City,S16000117,Glasgow Kelvin
S01010290,Glasgow City,S16000117,Glasgow Kelvin
S01010291,Glasgow City,S16000117,Glasgow Kelvin
S01010292,Glasgow City,S16000117,Glasgow Kelvin
S01010293,Glasgow City,S16000117,Glasgow Kelvin
