Lookup Value,Local Authority,SPC_Code,SPC_Name
S01010294,Glasgow City,S16000117,Glasgow Kelvin
S01010295,Glasgow City,S16000117,Glasgow Kelvin
S01010296,Glasgow City,S16000117,Glasgow Kelvin
S01010297,Glasgow City,S16000117,Glasgow Kelvin
S01010298,Glasgow City,S16000117,Glasgow Kelvin
S01010299,Glasgow City,S16000117,Glasgow Kelvin
S01010300,Glasgow City,S16000117,Glasgow Kelvin
S01010301,Glasgow City,S16000117,Glasgow Kelvin
S01010302,Glasgow City,S16000117,Glasgow Kelvin
S01010303,Glasgow City,S16000117,Glasgow Kelvin
S01010304,Glasgow City,S16000117,Glasgow Kelvin
S01010305,Glasgow City,S16000117,Glasgow Kelvin
S01010306,Glasgow City,S16000117,Glasgow Kelvin
S01010307,Glasgow City,S16000117,Glasgow Kelvin
S01010308,Glasgow City,S16000117,Glasgow Kelvin
S01010309,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010310,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010311,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010312,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010313,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010314,Glasgow City,S16000117,Glasgow Kelvin
S01010315,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010316,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010317,Glasgow City,S16000117,Glasgow Kelvin
S01010318,Glasgow City,S16000117,Glasgow Kelvin
S01010319,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010320,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010321,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010322,Glasgow City,S16000117,Glasgow Kelvin
S01010323,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010324,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010325,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010326,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010327,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010328,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010329,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010330,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010331,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010332,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010333,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010334,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010335,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010336,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010337,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010338,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010339,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010340,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010341,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010342,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010343,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010344,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010345,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010346,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010347,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010348,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010349,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010350,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010351,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010352,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010353,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010354,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010355,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010356,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010357,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010358,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010359,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010360,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010361,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010362,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010363,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010364,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010365,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010366,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010367,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010368,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010369,Glasgow City,S16000117,Glasgow Kelvin
S01010370,Glasgow City,S16000117,Glasgow Kelvin
S01010371,Glasgow City,S16000117,Glasgow Kelvin
S01010372,Glasgow City,S16000117,Glasgow Kelvin
S01010373,Glasgow City,S16000117,Glasgow Kelvin
S01010374,Glasgow City,S16000117,Glasgow Kelvin
S01010375,Glasgow City,S16000117,Glasgow Kelvin
S01010376,Glasgow City,S16000117,Glasgow Kelvin
S01010377,Glasgow City,S16000117,Glasgow Kelvin
S01010378,Glasgow City,S16000117,Glasgow Kelvin
S01010379,Glasgow City,S16000117,Glasgow Kelvin
S01010380,Glasgow City,S16000117,Glasgow Kelvin
S01010381,Glasgow City,S16000117,Glasgow Kelvin
S01010382,Glasgow City,S16000117,Glasgow Kelvin
S01010383,Glasgow City,S16000117,Glasgow Kelvin
S01010384,Glasgow City,S16000117,Glasgow Kelvin
S01010385,Glasgow City,S16000117,Glasgow Kelvin
S01010386,Glasgow City,S16000117,Glasgow Kelvin
S01010387,Glasgow City,S16000117,Glasgow Kelvin
S01010388,Glasgow City,S16000117,Glasgow Kelvin
S01010389,Glasgow City,S16000115,Glasgow Anniesland
S01010390,Glasgow City,S16000117,Glasgow Kelvin
S01010391,Glasgow City,S16000117,Glasgow Kelvin
S01010392,Glasgow City,S16000117,Glasgow Kelvin
S01010393,Glasgow City,S16000117,Glasgow Kelvin
S01010394,Glasgow City,S16000117,Glasgow Kelvin
S01010395,Glasgow City,S16000117,Glasgow Kelvin
S01010396,Glasgow City,S16000117,Glasgow Kelvin
S01010397,Glasgow City,S16000117,Glasgow Kelvin
S01010398,Glasgow City,S16000117,Glasgow Kelvin
S01010399,Glasgow City,S16000117,Glasgow Kelvin
S01010400,Glasgow City,S16000117,Glasgow Kelvin
S01010401,Glasgow City,S16000117,Glasgow Kelvin
S01010402,Glasgow City,S16000117,Glasgow Kelvin
S01010403,Glasgow City,S16000117,Glasgow Kelvin
S01010404,Glasgow City,S16000117,Glasgow Kelvin
S01010405,Glasgow City,S16000117,Glasgow Kelvin
S01010406,Glasgow City,S16000117,Glasgow Kelvin
S01010407,Glasgow City,S16000117,Glasgow Kelvin
S01010408,Glasgow City,S16000115,Glasgow Anniesland
S01010409,Glasgow City,S16000115,Glasgow Anniesland
S01010410,Glasgow City,S16000115,Glasgow Anniesland
S01010411,Glasgow City,S16000115,Glasgow Anniesland
S01010412,Glasgow City,S16000117,Glasgow Kelvin
S01010413,Glasgow City,S16000115,Glasgow Anniesland
S01010414,Glasgow City,S16000115,Glasgow Anniesland
S01010415,Glasgow City,S16000117,Glasgow Kelvin
S01010416,Glasgow City,S16000115,Glasgow Anniesland
S01010417,Glasgow City,S16000115,Glasgow Anniesland
S01010418,Glasgow City,S16000115,Glasgow Anniesland
S01010419,Glasgow City,S16000115,Glasgow Anniesland
S01010420,Glasgow City,S16000115,Glasgow Anniesland
S01010421,Glasgow City,S16000115,Glasgow Anniesland
S01010422,Glasgow City,S16000115,Glasgow Anniesland
S01010423,Glasgow City,S16000115,Glasgow Anniesland
S01010424,Glasgow City,S16000115,Glasgow Anniesland
S01010425,Glasgow City,S16000115,Glasgow Anniesland
S01010426,Glasgow City,S16000115,Glasgow Anniesland
S01010427,Glasgow City,S16000115,Glasgow Anniesland
S01010428,Glasgow City,S16000115,Glasgow Anniesland
S01010429,Glasgow City,S16000115,Glasgow Anniesland
S01010430,Glasgow City,S16000115,Glasgow Anniesland
S01010431,Glasgow City,S16000115,Glasgow Anniesland
S01010432,Glasgow City,S16000115,Glasgow Anniesland
S01010433,Glasgow City,S16000115,Glasgow Anniesland
S01010434,Glasgow City,S16000115,Glasgow Anniesland
S01010435,Glasgow City,S16000115,Glasgow Anniesland
S01010436,Glasgow City,S16000115,Glasgow Anniesland
S01010437,Glasgow City,S16000115,Glasgow Anniesland
S01010438,Glasgow City,S16000115,Glasgow Anniesland
S01010439,Glasgow City,S16000115,Glasgow Anniesland
S01010440,Glasgow City,S16000115,Glasgow Anniesland
S01010441,Glasgow City,S16000115,Glasgow Anniesland
S01010442,Glasgow City,S16000115,Glasgow Anniesland
S01010443,Glasgow City,S16000115,Glasgow Anniesland
S01010444,Glasgow City,S16000115,Glasgow Anniesland
S01010445,Glasgow City,S16000115,Glasgow Anniesland
S01010446,Glasgow City,S16000115,Glasgow Anniesland
S01010447,Glasgow City,S16000115,Glasgow Anniesland
S01010448,Glasgow City,S16000115,Glasgow Anniesland
S01010449,Glasgow City,S16000115,Glasgow Anniesland
S01010450,Glasgow City,S16000115,Glasgow Anniesland
S01010451,Glasgow City,S16000115,Glasgow Anniesland
S01010452,Glasgow City,S16000115,Glasgow Anniesland
S01010453,Glasgow City,S16000115,Glasgow Anniesland
S01010454,Glasgow City,S16000115,Glasgow Anniesland
S01010455,Glasgow City,S16000115,Glasgow Anniesland
S01010456,Glasgow City,S16000115,Glasgow Anniesland
S01010457,Glasgow City,S16000115,Glasgow Anniesland
S01010458,Glasgow City,S16000115,Glasgow Anniesland
S01010459,Glasgow City,S16000115,Glasgow Anniesland
S01010460,Glasgow City,S16000115,Glasgow Anniesland
S01010461,Glasgow City,S16000115,Glasgow Anniesland
S01010462,Glasgow City,S16000115,Glasgow Anniesland
S01010463,Glasgow City,S16000115,Glasgow Anniesland
S01010464,Glasgow City,S16000115,Glasgow Anniesland
S01010465,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010466,Glasgow City,S16000115,Glasgow Anniesland
S01010467,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010468,Glasgow City,S16000118,Glasgow Maryhill and Springburn
S01010469,Glasgow City,S16000115,Glasgow Anniesland
S01010470,Glasgow City,S16000115,Glasgow Anniesland
S01010471,Glasgow City,S16000115,Glasgow Anniesland
S01010472,Glasgow City,S16000115,Glasgow Anniesland
S01010473,Glasgow City,S16000115,Glasgow Anniesland
S01010474,Glasgow City,S16000115,Glasgow Anniesland
S01010475,Glasgow City,S16000115,Glasgow Anniesland
S01010476,Glasgow City,S16000115,Glasgow Anniesland
S01010477,Glasgow City,S16000115,Glasgow Anniesland
S01010478,Glasgow City,S16000115,Glasgow Anniesland
S01010479,Glasgow City,S16000115,Glasgow Anniesland
S01010480,Glasgow City,S16000115,Glasgow Anniesland
S01010481,Glasgow City,S16000115,Glasgow Anniesland
S01010482,Glasgow City,S16000115,Glasgow Anniesland
S01010483,Glasgow City,S16000115,Glasgow Anniesland
S01010484,Glasgow City,S16000115,Glasgow Anniesland
S01010485,Glasgow City,S16000115,Glasgow Anniesland
S01010486,Glasgow City,S16000115,Glasgow Anniesland
S01010487,Glasgow City,S16000115,Glasgow Anniesland
S01010488,Glasgow City,S16000115,Glasgow Anniesland
S01010489,Glasgow City,S16000115,Glasgow Anniesland
S01010490,Glasgow City,S16000115,Glasgow Anniesland
S01010491,Glasgow City,S16000115,Glasgow Anniesland
S01010492,Glasgow City,S16000115,Glasgow Anniesland
S01010493,Glasgow City,S16000115,Glasgow Anniesland
S01010494,Glasgow City,S16000115,Glasgow Anniesland
S01010495,Glasgow City,S16000115,Glasgow Anniesland
S01010496,Glasgow City,S16000115,Glasgow Anniesland
S01010497,Glasgow City,S16000115,Glasgow Anniesland
S01010498,Glasgow City,S16000115,Glasgow Anniesland
S01010499,Glasgow City,S16000115,Glasgow Anniesland
S01010500,Glasgow City,S16000115,Glasgow Anniesland
S01010501,Glasgow City,S16000115,Glasgow Anniesland
S01010502,Glasgow City,S16000115,Glasgow Anniesland
S01010503,Glasgow City,S16000115,Glasgow Anniesland
S01010504,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010505,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010506,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010507,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010508,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010509,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010510,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010511,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010512,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010513,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010514,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010515,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010516,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010517,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010518,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010519,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010520,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010521,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010522,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010523,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010524,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010525,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010526,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010527,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010528,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010529,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010530,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010531,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010532,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010533,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010534,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010535,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010536,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010537,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010538,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010539,Highland,S16000143,"Skye, Lochaber and Badenoch"
S01010540,Highland,S16000125,Inverness and Nairn
S01010541,Highland,S16000125,Inverness and Nairn
S01010542,Highland,S16000125,Inverness and Nairn
S01010543,Highland,S16000125,Inverness and Nairn
S01010544,Highland,S16000125,Inverness and Nairn
S01010545,Highland,S16000125,Inverness and Nairn
S01010546,Highland,S16000125,Inverness and Nairn
S01010547,Highland,S16000125,Inverness and Nairn
S01010548,Highland,S16000125,Inverness and Nairn
S01010549,Highland,S16000125,Inverness and Nairn
S01010550,Highland,S16000125,Inverness and Nairn
S01010551,Highland,S16000125,Inverness and Nairn
S01010552,Highland,S16000125,Inverness and Nairn
S01010553,Highland,S16000125,Inverness and Nairn
S01010554,Highland,S16000125,Inverness and Nairn
S01010555,Highland,S16000125,Inverness and Nairn
S01010556,Highland,S16000125,Inverness and Nairn
S01010557,Highland,S16000125,Inverness and Nairn
S01010558,Highland,S16000125,Inverness and Nairn
S01010559,Highland,S16000125,Inverness and Nairn
S01010560,Highland,S16000125,Inverness and Nairn
S01010561,Highland,S16000125,Inverness and Nairn
S01010562,Highland,S16000125,Inverness and Nairn
S01010563,Highland,S16000125,Inverness and Nairn
S01010564,Highland,S16000125,Inverness and Nairn
S01010565,Highland,S16000125,Inverness and Nairn
S01010566,Highland,S16000125,Inverness and Nairn
S01010567,Highland,S16000125,Inverness and Nairn
S01010568,Highland,S16000125,Inverness and Nairn
S01010569,Highland,S16000125,Inverness and Nairn
S01010570,Highland,S16000125,Inverness and Nairn
S01010571,Highland,S16000125,Inverness and Nairn
S01010572,Highland,S16000125,Inverness and Nairn
S01010573,Highland,S16000125,Inverness and Nairn
S01010574,Highland,S16000125,Inverness and Nairn
S01010575,Highland,S16000125,Inverness and Nairn
S01010576,Highland,S16000125,Inverness and Nairn
S01010577,Highland,S16000125,Inverness and Nairn
S01010578,Highland,S16000125,Inverness and Nairn
S01010579,Highland,S16000125,Inverness and Nairn
S01010580,Highland,S16000125,Inverness and Nairn
S01010581,Highland,S16000125,Inverness and Nairn
S01010582,Highland,S16000125,Inverness and Nairn
S01010583,Highland,S16000125,Inverness and Nairn
S01010584,Highland,S16000125,Inverness and Nairn
S01010585,Highland,S16000125,Inverness and Nairn
S01010586,Highland,S16000125,Inverness and Nairn
S01010587,Highland,S16000125,Inverness and Nairn
S01010588,Highland,S16000125,Inverness and Nairn
S01010589,Highland,S16000125,Inverness and Nairn
S01010590,Highland,S16000125,Inverness and Nairn
S01010591,Highland,S16000125,Inverness and Nairn
S01010592,Highland,S16000125,Inverness and Nairn
S01010593,Highland,S16000125,Inverness and Nairn
S01010594,Highland,S16000125,Inverness and Nairn
S01010595,Highland,S16000125,Inverness and Nairn
S01010596,Highland,S16000125,Inverness and Nairn
S01010597,Highland,S16000125,Inverness and Nairn
S01010598,Highland,S16000125,Inverness and Nairn
S01010599,Highland,S16000125,Inverness and Nairn
S01010600,Highland,S16000125,Inverness and Nairn
S01010601,Highland,S16000125,Inverness and Nairn
S01010602,Highland,S16000125,Inverness and Nairn
S01010603,Highland,S16000125,Inverness and Nairn
S01010604,Highland,S16000125,Inverness and Nairn
S01010605,Highland,S16000125,Inverness and Nairn
S01010606,Highland,S16000125,Inverness and Nairn
S01010607,Highland,S16000125,Inverness and Nairn
S01010608,Highland,S16000125,Inverness and Nairn
S01010609,Highland,S16000125,Inverness and Nairn
S01010610,Highland,S16000125,Inverness and Nairn
S01010611,Highland,S16000125,Inverness and Nairn
S01010612,Highland,S16000125,Inverness and Nairn
S01010613,Highland,S16000125,Inverness and Nairn
S01010614,Highland,S16000125,Inverness and Nairn
S01010615,Highland,S16000125,Inverness and Nairn
S01010616,Highland,S16000125,Inverness and Nairn
S01010617,Highland,S16000125,Inverness and Nairn
S01010618,Highland,S16000125,Inverness and Nairn
S01010619,Highland,S16000125,Inverness and Nairn
S01010620,Highland,S16000125,Inverness and Nairn
S01010621,Highland,S16000125,Inverness and Nairn
S01010622,Highland,S16000125,Inverness and Nairn
S01010623,Highland,S16000125,Inverness and Nairn
S01010624,Highland,S16000125,Inverness and Nairn
S01010625,Highland,S16000125,Inverness and Nairn
S01010626,Highland,S16000125,Inverness and Nairn
S01010627,Highland,S16000125,Inverness and Nairn
S01010628,Highland,S16000125,Inverness and Nairn
S01010629,Highland,S16000125,Inverness and Nairn
S01010630,Highland,S16000125,Inverness and Nairn
S01010631,Highland,S16000125,Inverness and Nairn
S01010632,Highland,S16000125,Inverness and Nairn
S01010633,Highland,S16000125,Inverness and Nairn
S01010634,Highland,S16000125,Inverness and Nairn
S01010635,Highland,S16000125,Inverness and Nairn
S01010636,Highland,S16000125,Inverness and Nairn
S01010637,Highland,S16000125,Inverness and Nairn
